0;0;7500;true;2148,93;105744;50781;13534;29256;
1;10;5000;true;2172,34;112724;52294;13976;34020;
2;50;5000;true;2143,76;138544;65128;16608;39286;
3;100;2000;true;2095,24;167491;79035;21930;41803;
4;500;2000;true;1550,98;358327;218935;39138;53376;
5;1000;1500;true;902,06;639702;420079;65624;75962;
6;5000;1500;true;201,61;4265800;3372419;233397;270459;
7;10000;500;true;74,18;12682745;10131342;648429;872945;
8;0;7500;false;2497,75;12960;2699;1069;533;
9;10;5000;false;2534,12;16210;4171;763;1120;
10;50;5000;false;2480,26;28794;13109;1124;2979;
11;100;2000;false;2390,56;55761;28876;1932;5916;
12;500;2000;false;1591,97;352301;254512;17508;35640;
13;1000;1500;false;806,70;770384;609207;22282;67199;
14;5000;1500;false;95,08;9876901;8846042;174010;478058;
15;10000;500;false;30,61;31992982;28692390;653489;1664416;
