0;0;7500;true;2286,95;175903;74415;31566;60398;
1;10;5000;true;2315,94;183627;77091;31266;64349;
2;50;5000;true;2249,56;202703;93621;33729;59269;
3;100;2000;true;2114,32;237621;111766;39029;64519;
4;500;2000;true;1291,39;483024;271002;81447;82975;
5;1000;1500;true;753,01;821963;498705;135792;107749;
6;5000;1500;true;199,71;4277958;2976470;610762;313873;
7;10000;500;true;89,38;10189511;7156100;1261183;716910;
8;0;7500;false;2457,00;17965;4418;2057;876;
9;10;5000;false;2805,50;15560;3661;621;993;
10;50;5000;false;2813,34;24563;10647;867;2714;
11;100;2000;false;2756,22;46180;23833;1400;5302;
12;500;2000;false;2044,64;292750;205751;24198;27720;
13;1000;1500;false;1053,34;587477;464440;12752;55534;
14;5000;1500;false;141,38;6454562;5778180;93621;313748;
15;10000;500;false;49,83;19332100;17353435;379357;1009229;
