0;0;7500;true;611,64;195419;105240;28780;54999;
1;10;5000;true;650,23;188623;97439;28010;57601;
2;50;5000;true;604,10;212789;119747;27569;54780;
3;100;2000;true;584,49;267262;159311;35221;56867;
4;500;2000;true;659,63;391271;232508;54520;70860;
5;1000;1500;true;655,63;579327;379380;58309;84898;
6;5000;1500;true;294,59;2716611;1947049;210227;289850;
7;10000;500;true;141,15;6300417;4703182;501088;412544;
8;0;7500;false;514,62;11348;2521;1131;523;
9;10;5000;false;525,77;13896;3848;684;1082;
10;50;5000;false;525,60;25533;12023;882;2696;
11;100;2000;false;552,86;43375;25431;1684;4972;
12;500;2000;false;593,51;267716;194303;11417;28295;
13;1000;1500;false;650,22;575031;447397;15757;56832;
14;5000;1500;false;154,10;5890627;5246151;105084;284950;
15;10000;500;false;58,03;16629390;15005525;351454;709842;
