0;0;7500;true;1170,40;146869;80032;20932;34456;
1;10;5000;true;1098,32;142340;81963;18465;33151;
2;50;5000;true;989,18;157957;90032;18124;37470;
3;100;2000;true;1006,02;205120;118185;21630;47298;
4;500;2000;true;897,89;683937;245135;36646;104478;
5;1000;1500;true;823,92;784815;415303;66220;108602;
6;5000;1500;true;283,82;3187842;2367053;203382;268300;
7;10000;500;true;127,36;7500709;5806888;459500;417308;
8;0;7500;false;1100,65;3682;1180;507;286;
9;10;5000;false;1110,35;5965;2473;356;940;
10;50;5000;false;1111,41;16671;8736;827;2899;
11;100;2000;false;1098,21;34319;20740;1493;5599;
12;500;2000;false;1020,70;633534;194844;27608;40859;
13;1000;1500;false;956,65;759995;504907;19737;93768;
14;5000;1500;false;169,43;5551742;4860317;93965;276998;
15;10000;500;false;63,25;15391722;13799500;296815;698089;
