0;0;7500;true;2518,25;173112;80569;28793;53746;
1;10;5000;true;2640,55;165392;80033;27058;51866;
2;50;5000;true;2744,32;178640;94182;26456;50530;
3;100;2000;true;2708,69;207251;108502;29405;58508;
4;500;2000;true;2296,17;399348;226864;58033;88673;
5;1000;1500;true;1813,60;572365;365237;67103;103964;
6;5000;1500;true;353,04;2599236;1911866;226951;240894;
7;10000;500;true;145,84;6640410;5042596;499256;548600;
8;0;7500;false;2826,81;5268;1994;762;364;
9;10;5000;false;2816,09;8386;3885;512;1529;
10;50;5000;false;2830,94;18365;9494;840;4518;
11;100;2000;false;2827,79;35593;21168;1473;8214;
12;500;2000;false;2693,51;248901;167376;12541;45979;
13;1000;1500;false;1895,89;557849;417642;20467;83764;
14;5000;1500;false;166,19;6012875;5118971;142123;481861;
15;10000;500;false;54,73;18044337;15721513;432074;1277383;
