0;0;7500;true;185,64;513767;274322;70365;128845;
1;10;5000;true;188,24;520909;279612;70423;131763;
2;50;5000;true;187,86;576147;318077;69574;146236;
3;100;2000;true;188,02;660089;371951;79270;159544;
4;500;2000;true;180,67;1311802;773475;143499;271446;
5;1000;1500;true;173,62;2109792;1311514;224275;356139;
6;5000;1500;true;118,98;7500850;6291184;366146;486160;
7;10000;500;true;68,00;13874263;11409238;715637;1027767;
8;0;7500;false;189,47;85777;21290;8164;6125;
9;10;5000;false;190,13;99385;25103;3917;8482;
10;50;5000;false;190,06;162607;81563;7391;16680;
11;100;2000;false;189,52;245447;157309;8125;26757;
12;500;2000;false;186,07;931166;664932;43187;106128;
13;1000;1500;false;177,86;1873266;1385563;76315;228724;
14;5000;1500;false;92,87;9978603;9105860;141425;441206;
15;10000;500;false;40,81;23553564;21104700;568378;1241515;
