0;0;7500;true;547,14;514294;273770;70749;123714;
1;10;5000;true;708,99;328280;165964;39020;88317;
2;50;5000;true;690,66;422351;222886;40705;116504;
3;100;2000;true;630,65;534359;279243;53123;139551;
4;500;2000;true;357,82;1662293;1088119;143504;282314;
5;1000;1500;true;231,67;3106043;2263799;147825;476037;
6;5000;1500;true;31,22;30746596;24648885;1269806;3024124;
7;10000;500;true;12,16;82675610;68163463;3761576;6500964;
8;0;7500;false;719,83;42454;11506;5625;2811;
9;10;5000;false;739,75;70142;28944;3308;8499;
10;50;5000;false;755,84;101702;45489;3454;19827;
11;100;2000;false;760,32;184878;94763;6162;40058;
12;500;2000;false;413,19;1304985;877740;74931;216976;
13;1000;1500;false;266,72;2498531;1872335;57811;357560;
14;5000;1500;false;35,52;27333814;21272940;1005827;3263671;
15;10000;500;false;12,46;79588633;65492916;3440262;6758631;
