0;0;7500;true;177,09;424888;230553;56382;98339;
1;10;5000;true;182,08;421320;234350;52410;97655;
2;50;5000;true;184,78;557079;312633;65441;136374;
3;100;2000;true;183,99;674095;384919;78706;159375;
4;500;2000;true;178,74;1294336;763357;139892;267633;
5;1000;1500;true;169,73;2187131;1340666;234130;375186;
6;5000;1500;true;120,46;7310808;6132632;368128;463534;
7;10000;500;true;65,11;14454621;12023106;734307;963743;
8;0;7500;false;187,78;94292;23197;8480;6458;
9;10;5000;false;187,53;105515;27669;4394;8897;
10;50;5000;false;186,78;158810;80005;7575;13640;
11;100;2000;false;187,39;237744;150750;6814;24883;
12;500;2000;false;181,92;974361;688920;47377;118815;
13;1000;1500;false;173,70;1914980;1421896;78067;234424;
14;5000;1500;false;88,88;10409510;9500075;151948;465045;
15;10000;500;false;37,55;25662118;23267478;571733;1209980;
