590000;567300;659900;693400;508800;667800;581300;540700;558600;627600;520900;420700;466400;498000;398300;468600;419000;330800;801800;470000;413800;445900;337900;411800;410600;296900;347700;457800;502000;389000;471400;370800;440000;381900;293600;364000;461600;466900;560100;327900;433800;447400;328200;474400;451800;414400;303200;261100;327200;292800;381300;261700;282200;349700;367400;342600;376800;401800;347400;231000;387500;231700;223200;240600;303200;307800;277800;301100;382100;445500;308200;351500;301500;309200;396500;331100;272700;329400;260500;335700;382400;296200;302400;290000;307800;338800;284600;198700;208800;223100;298200;338000;437200;300400;339900;229500;274500;247600;306700;
259300;270700;269900;188700;220600;171300;211900;236900;250000;126800;108800;112200;164100;149300;98600;112200;152500;133100;97100;87600;100700;101100;191400;76300;77900;152000;76600;87900;74300;93100;92000;158900;78600;75500;88400;90900;92000;71300;90100;73700;210800;212000;198200;92300;86600;102900;230100;166000;103400;197000;88100;112400;109000;86400;115400;125800;92900;92100;89200;187800;76000;91500;117700;78300;78600;78800;88400;89700;68200;68800;82100;85900;83700;74300;66100;80300;124000;270100;82400;63900;59800;62000;72200;61200;58800;66700;66300;57500;68400;66500;74700;68300;57800;62400;75300;67400;72000;70200;69300;
