447400;498100;349100;393000;492000;549000;459200;389900;392100;326000;344200;397600;342100;387700;253700;379900;407400;394200;325100;331300;303900;356600;327700;313700;340500;293500;229300;374700;291300;310300;313800;238100;322900;410000;439200;358600;208900;221200;269600;260700;235100;304200;276600;257800;294900;280600;351400;282600;291300;366400;274300;198100;192500;312400;275900;273000;295500;295000;302300;208300;167400;324900;357200;285300;351100;301600;281500;194500;253500;341900;378900;367100;332800;355800;243500;240600;258900;310100;311500;230500;214100;308200;160500;229900;245600;146600;173500;304900;263400;335200;200200;307300;184200;177800;182900;168300;288400;220600;129000;
58800;62500;75500;84200;70600;38800;32800;37800;48400;35600;41800;48900;35200;40100;43800;38100;38500;26700;35700;27600;30500;24100;24800;25300;25100;29500;28600;28500;28400;27400;34400;24600;27000;36300;34600;33700;33800;24400;26200;28200;32000;23300;30900;31900;23100;22700;29500;27400;31600;34800;27400;27400;28500;30500;27900;31800;29800;23600;30600;24000;30900;26900;28600;38800;30100;28500;22800;21200;28000;18900;26800;19300;20000;22600;22600;52100;20500;22000;23300;19700;55400;26600;16500;20100;18800;25200;15700;16800;16400;69000;17900;14200;19200;16900;17200;13800;56600;23100;23100;
